"X","Country","Code","Indicator","Icode","X2015","X2016","X2017","X2018","X2019","X2020"
5230,"South Africa",199,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",3957380636,932510819.7,3033116966,5564093989,-3765672689,2923791071
5261,"Spain",184,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",13938094233,14372346051,16462387580,17877860666,18763346311,16636451473
5262,"Spain",184,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",10143937658,9818197067,11289378539,12950195076,12546795036,10833498428
5263,"Spain",184,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",15738014602,18355912255,19068720295,-962158445.5,20200617224,-12093907700
5264,"Spain",184,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-12593710441,-8603460914,-8336576301,10446979614,-2428158267,13593263420
5265,"Spain",184,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",31804801456,41970866895,40120756418,33200528222,33952227905,14014555930
5266,"Spain",184,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",3.65623e+11,3.68366e+11,4.14215e+11,4.60884e+11,4.45719e+11,3.75087e+11
5270,"Spain",184,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",31804791455,41969737659,40121931026,33200587435,33952170575,14016851489
5282,"Spain",184,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4.01954e+11,4.17759e+11,4.61907e+11,4.99367e+11,4.86633e+11,3.93774e+11
5283,"Spain",184,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",5615179588,9272178186,4276331602,2561026728,763524137.2,-262497183.4
5292,"Sri Lanka",524,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",2104700006,2250146027,2340169949,2486290000,2339250000,1173900007
5293,"Sri Lanka",524,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1578650004,1618145687,1687896072,1736540000,1709580000,1059460008
5298,"Sri Lanka",524,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-1836475555,-1717129716,-2298064990,-2784692761,-1820289340,-1054939023
5303,"Sri Lanka",524,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",16943161924,17447855576,19084181007,20263792551,19414322724,13082799673
5304,"Sri Lanka",524,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",354273286.5,-472107983.1,2784242548,-1001819983,337278578.6,-1704205854
5306,"Sri Lanka",524,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",23006476594,23441724091,25401229000,26840586809,24561990206,18271335897
5311,"Sri Lanka",524,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-1836475555,-1717129716,-2298064990,-2784692761,-1820289340,-1054939023
5312,"Sri Lanka",524,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",759174069.8,793239419.5,1888721067,1619851575,-245343903.1,326574706.8
5313,"Sri Lanka",524,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-759174069.8,-793239419.5,-1888721067,-1619851575,245343903.1,-326574706.8
5325,"St. Kitts and Nevis",361,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",16481398.04,17691367.41,17200643.03,18241624.86,20725926.91,7211564.806
5326,"St. Kitts and Nevis",361,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",50405966.93,52211583.68,50898788.65,55711328.54,55573621.74,37160534.7
5327,"St. Kitts and Nevis",361,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-29806562.11,-75101065.31,-67618892.94,-24620631.17,5901888.2,-50337532.71
5329,"St. Kitts and Nevis",361,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-38479207.2,32381072.39,44100133,-1689032.433,-373566.2002,10381188.42
5331,"St. Kitts and Nevis",361,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-29806562.11,-75101065.31,-67618892.94,-24620631.17,5901888.2,-50337532.71
5338,"St. Kitts and Nevis",361,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-57627408.94,-29591048.72,-2609224.126,-5898514.804,6992220.27,22409507.89
5339,"St. Kitts and Nevis",361,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",56100165.63,32958301.57,-493742.6215,2569034.167,-10560490.94,-21099511.79
5344,"St. Kitts and Nevis",361,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",530678758.1,503202697.4,505234862.9,583322898.7,553522802,353960799.7
5345,"St. Kitts and Nevis",361,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",526520400.9,555516470.4,542284982.9,582351622.4,600979874.6,430262882.6
5347,"St. Lucia",362,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",842651487.6,925514054.8,957855009.5,986276306.5,970418733,666968354.4
5349,"St. Lucia",362,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",60821603.6,-11512982.98,15391686.08,-35688484.57,-25061887.72,-29791185.39
5350,"St. Lucia",362,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",1642570.152,-107860296.9,-27096643.27,41455777.39,150340609.2,-207931504.5
5351,"St. Lucia",362,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",1642570.152,-107860296.9,-27096643.27,41455777.39,150340609.2,-207931504.5
5363,"St. Lucia",362,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",363108.7308,10291298.44,6036673.83,8463042.748,-25881280.06,-108725003.3
5364,"St. Lucia",362,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-3355738.36,-9754084,-8351488.644,-9036454.004,28745584.65,111375841.8
5365,"St. Lucia",362,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",14842041.89,15614555.15,13097623.4,13469748.39,13364323.75,7467840.189
5367,"St. Lucia",362,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",980899993.9,919396208.3,1036211423,1114054071,1209324190,452443928.8
5377,"St. Lucia",362,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",87099908.86,91366228.99,96971864.86,98459967.36,96622309.6,59382403.44
5381,"St. Vincent and the Grenadines",364,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",51226573.77,52292727.2,54568625.49,51172277.46,48889410.55,34494144.34
5382,"St. Vincent and the Grenadines",364,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-104308296.2,-98605271.2,-22727520.06,-85238729.4,-16553693.7,-131431266.7
5384,"St. Vincent and the Grenadines",364,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",15435138.18,26235602.58,-16946781.31,-12408141.52,23722821.23,11789822.86
5386,"St. Vincent and the Grenadines",364,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-104308296.2,-98605271.2,-22727520.06,-85238729.4,-16553693.7,-131431266.7
5397,"St. Vincent and the Grenadines",364,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",8284039.352,10537091.09,11919209.37,13622516.68,12735879.17,7490583.145
5399,"St. Vincent and the Grenadines",364,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",11759127.07,33389401.56,-82411218.39,-8801213.807,28075843.47,59464238.77
5400,"St. Vincent and the Grenadines",364,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-8459065.959,-31697656.2,80420479.04,7047789.944,-29816794.58,-62937089.53
5406,"St. Vincent and the Grenadines",364,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",283889157.2,302562864.1,293165598.9,321788373.8,328651205.8,184626819.2
5407,"St. Vincent and the Grenadines",364,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",416602934.1,438593985.8,429331895.2,452446456,426248555.3,375035946.5
5410,"Sudan",732,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",496561890.5,886946383.5,1305444353,1595122151,2615652577,1594386142
5411,"Sudan",732,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-496561890.5,-886946383.5,-1305444353,-1595122151,-2615652577,-1594386142
5413,"Sudan",732,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4896332966,4638209738,5880500848,4995707338,5101252297,5065438285
5414,"Sudan",732,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",10146887080,8917693682,9815700871,8237313614,9786877800,10519596583
5415,"Sudan",732,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",531804163.6,260247699.4,401412139.9,409396883.7,385110946.6,410645833.3
5416,"Sudan",732,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",963909041.1,836322851.2,913412867.1,785310989.6,929123567.4,984262994.4
5421,"Sudan",732,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",42845104.16,-10043690.72,-23208175.43,-20723257.77,13373197.12,25810933.91
5424,"Sudan",732,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-5210456945,-4065634175,-4459721226,-4515600752,-4591594345,-5697630404
5427,"Sudan",732,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-5210456945,-4065634175,-4459721226,-4515600752,-4591594345,-5697630404
5450,"Suriname",366,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-785154419.7,-141083735.7,69158192.69,-119149585,-451200119.4,259846201.3
5452,"Suriname",366,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",39449253.64,32854555.82,40518601.96,42387442.14,39532386.45,28798515.81
5454,"Suriname",366,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",80139503.39,43545795.87,85749117.46,104737421.3,107974117.9,91245782.45
5476,"Suriname",366,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",246218363,-81086957.92,64545492.18,332397221.4,140080389,-47536250.99
5478,"Suriname",366,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-236218363,113748844.9,-51230286.38,-313910505.6,-132700952.4,46626472.2
5482,"Suriname",366,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1843140760,1606330376,2143368511,2235837596,2286750029,2446394182
5484,"Suriname",366,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2681640376,1702266180,1779863297,2069796647,2412714911,1845058156
5488,"Suriname",366,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-266098712.8,78345035.97,21101797.79,147854231.2,-207573520.7,-83470272.17
5496,"Suriname",366,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-785154419.7,-141083735.7,69158192.69,-119149585,-451200119.4,259846201.3
5502,"Sweden",144,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2.01164e+11,2.04301e+11,2.22786e+11,2.41526e+11,2.33648e+11,2.17165e+11
5503,"Sweden",144,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",1310965161,4381767896,137870091,73685151.15,-6748212482,-585190207.4
5506,"Sweden",144,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",7993407430,-483854038.2,-2529076074,32110998660,13548884194,-27085420680
5510,"Sweden",144,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2.22422e+11,2.20407e+11,2.37411e+11,2.54253e+11,2.57233e+11,2.4194e+11
5511,"Sweden",144,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-5346875708,828099453.8,36260359.16,770992426.8,2345840359,7617207404
5522,"Sweden",144,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",15197855125,10994108209,14713917927,13894755627,28581509801,32650004661
5527,"Sweden",144,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",15197734269,10994108209,14713928765,13895089760,28581818734,32650327347
5529,"Sweden",144,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",11060359556,9791026547,10410647067,9883867593,9828758771,7775701022
5532,"Sweden",144,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",11572987717,10626391141,11371209517,11875240563,11725547761,8710554054
5537,"Switzerland",146,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",31376879707,45328811243,38307042312,50984101480,26219742841,2835078406
5539,"Switzerland",146,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-19055616950,2929037310,11128401815,3907063529,-7196201467,12958879096
5544,"Switzerland",146,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",50577958255,15431752395,38542955336,-81233780198,-10180003822,-97683915463
5545,"Switzerland",146,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",10888645464,10479664834,11663208218,13680000503,13292150042,11957975297
5547,"Switzerland",146,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",13047713243,12149738642,13650846975,15399386824,14987573168,12955978180
5551,"Switzerland",146,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",98770365430,78207226238,61682794359,13789112495,16177307083,1.22415e+11
5556,"Switzerland",146,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",31376879707,45328811243,38307042312,50984101480,26219742841,2835078406
5562,"Switzerland",146,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4.36639e+11,4.5361e+11,4.57275e+11,4.85183e+11,4.78505e+11,4.73976e+11
5563,"Switzerland",146,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",3.70557e+11,3.91131e+11,3.99471e+11,4.14197e+11,4.13404e+11,4.30031e+11
5564,"Tajikistan, Rep. of",923,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",164721699,161112560,184907190,181359130,192357820,104868250
5568,"Tajikistan, Rep. of",923,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",824698053,899523470,1124964688,1116258706,1243494480,1409162182
5569,"Tajikistan, Rep. of",923,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",3324910990,2926961805,2763908495,3221409696,3408834755,3125470482
5571,"Tajikistan, Rep. of",923,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-333061366.8,-112194302,293862447.9,-202602446.8,-16090358.99,524763212
5572,"Tajikistan, Rep. of",923,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",18697532.21,46440788.93,531430568.2,-264616343.7,176462101.4,1254141042
5574,"Tajikistan, Rep. of",923,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",353311050.3,290803817.4,286582075,341910950.6,382900413.9,343841144.6
5579,"Tajikistan, Rep. of",923,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-333061366.8,-112194302,293862447.9,-203809853.4,-16090358.99,524763212
5586,"Tajikistan, Rep. of",923,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",267908842.1,25753206.89,-46848445.88,65159647.51,-42416915.56,260330194.9
5587,"Tajikistan, Rep. of",923,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-267897196.2,-25733929.11,47206296.91,-65462178.68,42369423.27,-260050833
5595,"Tanzania, United Rep. of",738,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",12472182539,10640068212,9591582825,10398997407,10575568579,9181000965
5596,"Tanzania, United Rep. of",738,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-1220192063,-838238309.9,-1131123083,-708948066.6,-1256440720,170875205.3
