"Index"	"Country"	"CountryCode"	"Indicator"	"IndicatorCode"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"
1494	"Costa Rica"	"238"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	271924431.317657	113830356.89199	226694879.286659	695732716.42272	516432220.060763	1283162920.97441
1495	"Costa Rica"	"238"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	227413900.656357	-130485936.96551	185118193.021414	255443247.182198	218830760.608938	101715513.345088
1496	"Costa Rica"	"238"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	857133047.596522	-13106641.3489014	34244463.3473168	1362340042.0887	-820528165.656787	412340550.47999
1497	"Costa Rica"	"238"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	-890414739.004012	9552330.30907154	-48140077.6854896	-1359118566.86261	795126665.322584	-426387532.637762
1498	"Costa Rica"	"238"	"Capital Account, Total, Debit, US Dollars"	"BK_DB_BP6_USD"	4002081.04468503	3296278.6592702	3388617.76192782	4394820.74440814	4109096.49421658	10664297.5152933
1499	"Costa Rica"	"238"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	20337476.9515424	-52549787.259	19654273.547	-274766159.363	144674166.111	-153119438.805
1500	"Costa Rica"	"238"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	-1890590388.46482	-1170506800.60241	-2148212737.64802	-1838935462.08338	-793338307.669508	-614058044.524158
1501	"Costa Rica"	"238"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	128553935.995	283164808.289889	125194916.319205	229977144.650205	437436326.782205	1509114725.829
1502	"Costa Rica"	"238"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	128059149.07	301516144.385	120346758.505	239128986.836	446588168.968	982525725.829
1503	"Costa Rica"	"238"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	-33281691.4074897	-3554311.03983031	-13895614.3381729	3221475.22609022	-25401500.3342022	-14046982.1577728
1504	"Côte d'Ivoire"	"662"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	15742956.4262001	43377668.6325631	105445859.440123	128056357.052158	175181431.464922	127921960.268233
1505	"Côte d'Ivoire"	"662"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	685906353.652576	756163422.367075	1241704450.19671	1288232726.45118	1338573655.56732	1284850970.66692
1506	"Côte d'Ivoire"	"662"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	20506563.1166801	33707071.7729796	33118533.4772213	36297827.9817301	317071698.296973	481532260.735727
1507	"Côte d'Ivoire"	"662"	"Current Account, Goods and Services, Services, Transport, Credit, US Dollars"	"BXSTR_BP6_USD"	165059758.345428	204564312.11356	228259346.152568	384604090.583364	391828480.495427	299614825.047713
1508	"Côte d'Ivoire"	"662"	"Current Account, Goods and Services, Services, Transport, Debit, US Dollars"	"BMSTR_BP6_USD"	1640319234.73295	1381453143.86354	1528734248.98627	1811799806.12854	1770205009.10414	1710140618.34427
1509	"Côte d'Ivoire"	"662"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	1575577.7552754	5141699.50899969	17136010.2281812	117580909.937455	20613949.4365194	57801961.3737279
1510	"Côte d'Ivoire"	"662"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	22082140.8719555	38848771.2819793	50254543.7054026	153878737.919185	337685647.733493	539334222.109455
1511	"Côte d'Ivoire"	"662"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	993304093.954639	619845628.632689	1375657323.48236	1738471349.27308	29714119.7355177	1004789927.94725
1512	"Côte d'Ivoire"	"662"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	63181944.3751125	-227190000.52958	-856496665.806431	-2132061125.68799	-1169090893.21581	-1799916932.20105
1513	"Côte d'Ivoire"	"662"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	993292490.665963	628205201.802567	1399704921.32723	1753916880.1308	42061585.5985139	880221958.194548
1514	"Côte d'Ivoire"	"662"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	668101373.993648	-430070410.020639	638570148.85409	363649350.266297	1186292335.89741	1352114835.0846
1515	"Côte d'Ivoire"	"662"	"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars"	"BFRAIMFFR_BP6_USD"	110397.797238769	113320686.952964	169929.639493824	304564.801425447	894365.242545587	0
1516	"Côte d'Ivoire"	"662"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	63181944.375106	-227190000.52958	-856496665.806439	-2132061125.688	-1169090893.21581	-1799916932.20107
1517	"Côte d'Ivoire"	"662"	"Capital Account, Capital Transfers, Credit, US Dollars"	"BKT_CD_BP6_USD"	264546389.277636	187086499.320816	199405311.454975	158038148.722996	183595098.943609	176176973.041866
1518	"Côte d'Ivoire"	"662"	"Capital Account, Capital Transfers, Net, US Dollars"	"BKT_BP6_USD"	264546389.277636	187086499.320816	192645724.138051	158038148.722996	183595098.943609	176176973.041866
1519	"Côte d'Ivoire"	"662"	"Capital Account, Total, Credit, US Dollars"	"BK_CD_BP6_USD"	264554846.485126	187117379.892203	199487976.471844	158038148.722996	183597385.980326	176176973.041866
1521	"Côte d'Ivoire"	"662"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	264554846.485126	187082955.64869	192595022.927705	152440381.462104	179736526.653376	174389820.484406
1522	"Côte d'Ivoire"	"662"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	12501412278.3909	11796872426.2873	12855832030.3664	13084415386.5339	13790700196.5208	13231734044.6865
1523	"Côte d'Ivoire"	"662"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	11350941885.2359	10719663210.286	11848917548.7643	13183079166.8557	12880625262.8795	12660139881.6488
1524	"Côte d'Ivoire"	"662"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars"	"BFDAEO_BP6_USD"	11298152.6292406	28573134.5933995	568320888.776767	14406699.1138557	58815535.5075934	81349458.8698076
1525	"Côte d'Ivoire"	"662"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	12273945.2293676	30790798.3593093	571525777.037036	83410289.6858942	116962198.112674	107772738.589617
1526	"Côte d'Ivoire"	"662"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	14408375.2555427	28651432.872762	676031029.138335	144652160.051034	109218291.789133	1328576.4316833
1527	"Côte d'Ivoire"	"662"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	116471984.967431	46669318.1721857	330885277.982856	29839806.7885726	230556260.18488	76650143.7738851
1528	"Côte d'Ivoire"	"662"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	46462206.5052711	242133379.017579	379743282.337643	-240542356.477156	185415357.547746	-116622467.318389
1529	"Côte d'Ivoire"	"662"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	43302762.9313807	137764472.568013	558018950.490084	637033391.784901	1040261961.78082	1732652309.44481
1530	"Côte d'Ivoire"	"662"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	43302762.9313807	137764472.568013	558018950.490084	637033391.784901	1040261961.78082	1732652309.44481
1531	"Côte d'Ivoire"	"662"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	418922867.807134	-160624347.087695	-113201112.441481	249084151.871229	230996699.081223	-47312634.057422
1532	"Côte d'Ivoire"	"662"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	473944072.751148	-202075473.05684	-104742414.590322	252367276.594463	195794442.192342	-48897940.1504277
1533	"Côte d'Ivoire"	"662"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	688346122.697948	-96187174.9965415	769244791.035389	855352742.221842	1473015254.16849	1970763484.70949
1534	"Côte d'Ivoire"	"662"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	-641883916.192677	338320554.01412	-389501508.697746	-1095895098.699	-1287599896.62075	-2087385952.02788
1535	"Croatia, Rep. of"	"960"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	370018493.863734	734217878.199072	513365035.631975	788674834.343738	994257384.908512	1228810738.93528
1536	"Croatia, Rep. of"	"960"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	22976913423.2965	24667177513.4579	27991285253.3874	30678195847.7954	31503781686.7135	24007120376.1295
1537	"Croatia, Rep. of"	"960"	"Capital Account, Total, Credit, US Dollars"	"BK_CD_BP6_USD"	425483745.181468	772587941.97647	559540596.537852	816467464.029066	1127590818.03185	1269470242.15392
1538	"Croatia, Rep. of"	"960"	"Capital Account, Total, Debit, US Dollars"	"BK_DB_BP6_USD"	55318261.4641493	38370063.7773982	46019202.5625744	27638728.813802	133333433.123335	40514364.6846341
1539	"Croatia, Rep. of"	"960"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	-438667463.574421	64673296.1391856	-154488749.502435	-358454653.318493	-956518170.366223	223648346.366371
1540	"Croatia, Rep. of"	"960"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	-291274974.346632	-771876691.307848	-177048100.48982	236770240.631772	-2855022859.71278	-988604517.03345
1541	"Croatia, Rep. of"	"960"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	-438520613.608974	64673296.1391856	-229638379.36221	-302455854.71265	-934548864.660058	124961750.402327
1542	"Croatia, Rep. of"	"960"	"Capital Account, Capital Transfers, Net, US Dollars"	"BKT_BP6_USD"	404169583.085942	719714302.637943	511476535.853637	798885091.657366	1001949390.77382	1256990616.42931
1543	"Croatia, Rep. of"	"960"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	852199689.133897	-315987600.612312	2893680898.42359	1832939593.959	1140595413.74665	769209364.559169
1544	"Croatia, Rep. of"	"960"	"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars"	"BFRAIMFFR_BP6_USD"	39960.1572263435	32616.5006172013	32474.0566073643	34966.331686652	32785.0243858293	32492.0543957884
1545	"Croatia, Rep. of"	"960"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	-175287717.771879	-656940986.322917	199943.099348545	311315572.271288	-3065286308.47172	-795336755.547602
1546	"Croatia, Rep. of"	"960"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	-45506666.8707314	26803532.9357082	113049664.481907	245136001.910264	826705485.013005	263282998.592078
1547	"Croatia, Rep. of"	"960"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	322547053.347753	-1653989485.43789	33410712.103632	-644449875.903577	-130146176.71439	826352715.817401
1548	"Croatia, Rep. of"	"960"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	2014321420.06717	1945235258.79603	2666774525.25619	1753044116.54583	2694319336.21187	1043427946.65689
1549	"Croatia, Rep. of"	"960"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars"	"BFDAEO_BP6_USD"	438139358.21819	-93349250.1060331	432384661.375121	128116430.758935	113468805.317575	17994576.4411472
1550	"Croatia, Rep. of"	"960"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	-49471265.3724236	-1794775957.39868	-1035091123.96592	163002183.44487	202092035.831184	277169940.783572
1551	"Croatia, Rep. of"	"960"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	-185255661.540807	-1779579268.996	-832709278.62186	289541100.551914	91091288.1849442	467435819.246625
1552	"Croatia, Rep. of"	"960"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	-1051728413.78208	-54573955.2548964	525636019.914736	-666908700.087738	2090753142.29287	37413061.3065494
1553	"Croatia, Rep. of"	"960"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	-613955181.3463	-592267690.183732	-153988097.226028	-47292981.9187298	-4021804478.83794	-571688409.181231
1554	"Croatia, Rep. of"	"960"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	248245273.797844	-322786294.765405	-303583229.222548	443229606.246825	-1049961451.29941	141535717.743502
1555	"Croatia, Rep. of"	"960"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	22853980153.8775	24002906923.6415	27407592226.3101	31325388169.2255	31792729279.48	27954499586.1209
1556	"Croatia, Rep. of"	"960"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	333089973.23174	-1641129633.80936	67944435.4998024	-631079336.315485	-157290257.498664	679205181.412827
1557	"Croatia, Rep. of"	"960"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	862197291.790152	269625965.49631	-149743025.541367	490687829.46991	2971993583.42851	713224126.924733
1558	"Croatia, Rep. of"	"960"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	146370600.085828	-109075841.401437	515453937.951814	548245303.348016	1332188870.8738	672536564.376336
1559	"Croatia, Rep. of"	"960"	"Current Account, Goods and Services, Services, Transport, Credit, US Dollars"	"BXSTR_BP6_USD"	1129022272.35385	1193931911.43019	1313629390.17965	1452929428.34859	1414070490.51497	964485924.924407
1560	"Croatia, Rep. of"	"960"	"Current Account, Goods and Services, Services, Transport, Debit, US Dollars"	"BMSTR_BP6_USD"	642475845.182315	627912859.588161	737426111.469444	793541510.54228	791880064.483316	649217893.680827
1561	"Croatia, Rep. of"	"960"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	191877266.95656	-135886360.799119	402404273.469907	303113665.59973	505633941.75078	409253565.784259
1562	"Croatia, Rep. of"	"960"	"Capital Account, Capital Transfers, Credit, US Dollars"	"BKT_CD_BP6_USD"	405907731.833207	720869859.182022	512542107.150294	806870786.96064	1101704389.80832	1264035300.24598
1563	"Croatia, Rep. of"	"960"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	-360640928.565675	179017759.542203	100104079.605486	2063975890.16895	2138466128.44557	936005616.920618
1564	"Croatia, Rep. of"	"960"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	2014465106.67862	1945240714.21891	2666779902.4961	1753198017.41736	2694469892.10186	1043888377.82976
1565	"Croatia, Rep. of"	"960"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	-419816413.357239	-1619213557.36673	-1362382885.47473	170116832.830246	215160156.096281	330178505.749562
1566	"Curaçao and Sint Maarten"	"355"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFPAE_BP6_USD"	1603351.95530726	-22335195.5307263	-9324022.34636872	-7818203.58100559	-48976249.6201117	39402165.178771
1567	"Curaçao and Sint Maarten"	"355"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars"	"BFPA_BP6_USD"	-190955307.26257	-189620111.731844	-160294792.424581	-183777428.184358	-47246124.8212291	-104311363.189944
1568	"Curaçao and Sint Maarten"	"355"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	-24078212.2905028	-43357541.8994413	-25962758.6592179	-13594520.1620112	14636555.3798883	-5918019.20670391
1569	"Curaçao and Sint Maarten"	"355"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	-25033519.5530726	-40938547.4860335	-25299179.5698324	-13053364.4748603	-6334429.25139665	450964810.793296
1570	"Curaçao and Sint Maarten"	"355"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	23837988.8268156	35497206.7039106	32003090.1843575	-597723.229050279	225771535.27933	-437784843.648045
1571	"Curaçao and Sint Maarten"	"355"	"Current Account, Goods and Services, Services, Transport, Credit, US Dollars"	"BXSTR_BP6_USD"	194458100.558659	170586592.178771	121346368.715084	92402171.8212291	111455197.938547	79039770.7206704
1572	"Curaçao and Sint Maarten"	"355"	"Current Account, Goods and Services, Services, Transport, Debit, US Dollars"	"BMSTR_BP6_USD"	172927374.301676	154424581.005587	160899441.340782	139589917.553073	161165748.670391	93053539.6703911
1573	"Curaçao and Sint Maarten"	"355"	"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars"	"BACK_BP6_USD"	-495425139.664804	-603058100.558659	-625733292.921788	-719179025.094972	-690632017.234637	-929055977.407821
1574	"Curaçao and Sint Maarten"	"355"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	138046368.715084	19100558.6592179	41072625.698324	27906711.7988827	46584766.6256983	26428953.273743
1575	"Curaçao and Sint Maarten"	"355"	"Capital Account, Capital Transfers, Net, US Dollars"	"BKT_BP6_USD"	290502.793296089	770949.720670391	-1421982.98882682	18809554.2346369	9745185.91061453	50211656.2513966
1576	"Curaçao and Sint Maarten"	"355"	"Capital Account, Total, Credit, US Dollars"	"BK_CD_BP6_USD"	446927.374301676	927374.301675978	985089.363128492	20802857.9329609	17579004.7765363	51829144.9050279
1577	"Curaçao and Sint Maarten"	"355"	"Capital Account, Total, Debit, US Dollars"	"BK_DB_BP6_USD"	156424.581005587	156424.581005587	2407072.35195531	1918931.59776536	1624548.92178771	1617488.65363128
1578	"Curaçao and Sint Maarten"	"355"	"Capital Account, Total, Net, US Dollars"	"BK_BP6_USD"	290502.793296089	770949.720670391	-1421982.98882682	18883926.3351955	15954455.8547486	50211656.2513966
1579	"Curaçao and Sint Maarten"	"355"	"Current Account, Goods and Services, Credit, US Dollars"	"BXGS_BP6_USD"	3193162011.17318	2972520670.39106	2746124180.60335	2736282943.91061	2865695661.57542	1541500996.72067
1580	"Curaçao and Sint Maarten"	"355"	"Current Account, Goods and Services, Debit, US Dollars"	"BMGS_BP6_USD"	3580486592.17877	3447646368.71508	3467035535.91061	3966087824.83799	3567927317.16201	2469763769.35754
1581	"Curaçao and Sint Maarten"	"355"	"Capital Account, Capital Transfers, Credit, US Dollars"	"BKT_CD_BP6_USD"	446927.374301676	927374.301675978	985089.363128492	20728485.8324022	11334148.2402235	51829144.9050279
1582	"Curaçao and Sint Maarten"	"355"	"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars"	"BXIPID_BP6_USD"	12860335.1955307	10541899.4413408	21047197.6536313	24680053.0055866	30857012.2290503	15739365.0782123
1583	"Curaçao and Sint Maarten"	"355"	"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars"	"BMIPID_BP6_USD"	57178770.9497207	61424581.0055866	67034962.1787709	49372044.7877095	92244625.9385475	39448384.273743
1584	"Curaçao and Sint Maarten"	"355"	"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars"	"BFPLXF_BP6_USD"	136956983.240223	16569832.4022346	-28541184.5363129	-50260527.9888268	-68542225.1899441	-31747064.2011173
1585	"Curaçao and Sint Maarten"	"355"	"Supplementary Items, Reserve Assets (with Fund Record), US Dollars"	"BFRAFR_BP6_USD"	15519553.0726257	104754189.944134	-9865921.78770949	-153227374.301676	-39463128.4916201	342179971.659218
1586	"Curaçao and Sint Maarten"	"355"	"Supplementary Items, Total Current + Capital Account, US Dollars"	"BTCC_BP6_USD"	-495425139.664804	-603058100.558659	-625733292.921788	-719179025.094972	-690632017.234637	-929055977.407821
1587	"Curaçao and Sint Maarten"	"355"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	-192558659.217877	-167284916.201117	-150970770.078212	-175959224.603352	1730124.79888268	-143713528.368715
1588	"Curaçao and Sint Maarten"	"355"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars"	"BFDAEO_BP6_USD"	10301675.9776536	10687150.8379888	-164463687.150838	5648271.2178771	11276358.7597765	6684588.44134078
1589	"Curaçao and Sint Maarten"	"355"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars"	"BFDAE_BP6_USD"	10301675.9776536	10687150.8379888	-164463687.150838	5648271.2178771	11276358.7597765	6684588.44134078
1590	"Curaçao and Sint Maarten"	"355"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	18737430.1675978	40005586.5921788	-143094972.067039	34755879.7765363	-9882156.38547486	8018601.9273743
1591	"Curaçao and Sint Maarten"	"355"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars"	"BFDLD_BP6_USD"	165849162.011173	156569832.402235	186980971.72067	63733901.7206704	31740526.7541899	152438643.625698
1592	"Curaçao and Sint Maarten"	"355"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	-1195530.72625698	-5441340.78212291	6703910.61452514	-13651087.7039106	219437106.027933	13179967.1452514
1593	"Curaçao and Sint Maarten"	"355"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	0	0	5586.59217877095	0	14974493.4078212	456882830
1594	"Curaçao and Sint Maarten"	"355"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	0	5586.59217877095	5586.59217877095	-28870.0782122905	-19325506.5921788	456882830
1595	"Curaçao and Sint Maarten"	"355"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	-23284916.2011173	-41720670.3910615	-26453696.2569832	-13339511.8994413	14993419.5977654	-6474115.62011173
1596	"Curaçao, Kingdom of the Netherlands"	"354"	"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars"	"BFPAD_BP6_USD"	-186139664.804469	-155949720.670391	-127813834.944134	-163557738.117318	-10084508.6312849	-111969226.458101
1597	"Curaçao, Kingdom of the Netherlands"	"354"	"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars"	"BFOLNA_BP6_USD"	-1525139.66480447	-5480446.9273743	6413407.82122905	-14026367.821229	200908427.329609	18359208.2625698
1598	"Curaçao, Kingdom of the Netherlands"	"354"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars"	"BFOLNLG_L_BP6_USD"	0	0	5586.59217877095	0	0	384732596.837989
1599	"Curaçao, Kingdom of the Netherlands"	"354"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars"	"BFOLNLG_BP6_USD"	0	5586.59217877095	5586.59217877095	-28870.0782122905	-34300000	384732596.837989
1600	"Curaçao, Kingdom of the Netherlands"	"354"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars"	"BFOLNLO_L_BP6_USD"	-19648044.6927374	-27217877.0949721	-6464869.44134078	-2090188.74301676	15051614.6648045	-4215043.24581006
1601	"Curaçao, Kingdom of the Netherlands"	"354"	"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars"	"BFDA_BP6_USD"	18631284.9162011	37720670.3910615	-145273743.01676	30834743.452514	-11145796.0335196	6870408.06703911
1602	"Curaçao, Kingdom of the Netherlands"	"354"	"Capital Account, Capital Transfers, Credit, US Dollars"	"BKT_CD_BP6_USD"	441340.782122905	782122.905027933	985089.363128492	4195512.50837989	336207.592178771	1607925.09497207
1603	"Curaçao, Kingdom of the Netherlands"	"354"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars"	"BFOLNLO_BP6_USD"	-20547486.0335196	-28793296.0893855	-6141529.60893855	-2293541.94972067	14822123.821229	-3825289.07821229
1604	"Curaçao, Kingdom of the Netherlands"	"354"	"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars"	"BFOLNL_BP6_USD"	-21508379.8882682	-26346368.7150838	-5466777.33519553	-1743997.99441341	-21123354.2178771	380907307.759777
1605	"Curaçao, Kingdom of the Netherlands"	"354"	"Financial Account, Other Investment, Loans, US Dollars"	"BFOLN_BP6_USD"	19983240.2234637	20865921.7877095	11880185.1564246	-12282369.8268156	222031781.547486	-362548099.497207
1606	"Curaçao, Kingdom of the Netherlands"	"354"	"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars"	"BFPLD_BP6_USD"	152789385.47486	32826815.6424581	28949720.6703911	-26249.0949720675	34896080.4022346	26428953.273743
