"","Country","Code","Indicator","Icode","2015","2016","2017","2018","2019","2020"
"127628","Jamaica",343,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD","1466321210.72","20940970.94","19305351.5405201","32426929.2938381","22269459.4028329","18341993.3421982"
"127633","Jamaica",343,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD","758664777.044486","713139791.95081","824124010.307242","912527385.019766","936221733.678886","723567135.475099"
"127692","Jamaica",343,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD","27535091.5088496","-167579.970433","-68403982.2836594","408764837.038075","158243617.378673","51573776.3772931"
"127712","Jamaica",343,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD","1776984874.5849","-130720051.275482","1578052311.17309","56116156.731881","492247243.937644","166248100.924821"
"127719","Jamaica",343,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD","133680000","5000000.0000001","35335000.0000018","269332187.5","103827000.000002","-25060000"
"127731","Jamaica",343,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD","133680000","5000000.0000001","35335000.0000018","269332187.5","103827000.000002","-25060000"
"127732","Jamaica",343,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD","-2567227207.80451","-421179440.772051","-461881334.694615","-247998134.467515","-148080845.204464","-326945017.064967"
"127739","Jamaica",343,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD","-2582239070.80451","-344104000","-460674666.666666","-261809541.857515","-145087901.733217","-312705067.010981"
"127740","Jamaica",343,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD","-2235670387.44951","10606919.1949995","-439823292.491665","42164454.801925","-64393044.053568","227477585.512022"
"127753","Jamaica",343,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD","185480283.417806","173791507.695402","205458466.59834","225921631.335676","232118590.118567","173277711.61448"
"127754","Jamaica",343,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD","1036220264.7265","-22522058.6542442","-390386463.836096","-214607948.044607","-329300014.539432","-187704361.775213"
"127767","Jamaica",343,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD","447598034.765727","290859807.786512","482376534.02752","-242981644.685116","100483749.940006","440973456.30339"
"127768","Jamaica",343,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD","0","38099086.4606288","0","0","0","0"
"127830","Jamaica",343,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","34213038.74","270085982.724516","34331580.4900001","12670743.4900001","445990845.06","6692663.00003255"
"127848","Jamaica",343,"Capital Account, Total, Net, US Dollars","BK_BP6_USD","1466321210.72","20940970.94","7096864.04052009","20218441.7938381","-26665440.5971671","-30794806.6578018"
"127849","Jamaica",343,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD","4313628181.64028","4404773801.36882","4867024216.89572","5790629494.8005","6030893624.6219","3249426079.76385"
"127850","Jamaica",343,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD","6610127621.04454","6242638462.95633","7224761046.55776","7881538623.96313","8308513141.34092","5913249201.49447"
"127851","Jamaica",343,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD","1036220264.7265","-22522058.6542499","-390386464.866807","-214607947.228201","-329300014.539417","-187704361.775205"
"127863","Jamaica",343,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD","1466321210.72","20940970.94","7096864.04052009","20218441.7938381","-26665440.5971671","-30794806.6578018"
"127864","Jamaica",343,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD","1466321210.72","20940970.94","19305351.5405201","32426929.2938381","22269459.4028329","18341993.3421982"
"127936","Jamaica",343,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","478897066.673703","547961729.183591","91999806.6592557","-223222212.548978","-137476225.145182","-216483702.001575"
"127985","Jamaica",343,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","1705155485.88752","-163920051.357254","1326781058.71174","-124860030.361212","235086738.487552","-94499120.5441456"
"128005","Jamaica",343,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD","22793218.8203413","9470018.79709138","9470018.79709138","9470018.79709138","9470018.79709138","9470018.79709138"
"128006","Jamaica",343,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD","243570649.011151","274195258.219272","119405108.693899","316430241.55948","165566599.526348","158760442.164415"
"128009","Jamaica",343,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","29840693.2951123","13149380.4627923","49874608.936367","-118562357.707638","22044236.5957784","38994711.9514062"
"128010","Jamaica",343,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD","508737759.968815","561111109.646383","141874415.595623","-341784570.256617","-115431988.549403","-177488990.050169"
"128059","Jamaica",343,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD","0","0","12208487.5","12208487.5","48934900","49136800"
"128115","Japan",158,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD","35398030778.5447","31711103112.7389","34151759885.9936","28971140706.6726","26202738720.3303","20882899238.7092"
"128118","Japan",158,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD","130847128.912264","108513090.674568","412037553.752172","112344915.629753","88439815.7803295","211148177.37451"
"128195","Japan",158,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD","41038620255.0622","38133948029.0736","40057853668.2506","38714806609.5345","34227328291.8509","27546950903.8185"
"128215","Japan",158,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD","134219130485.747","190469664372.637","200669733831.852","175346025306.233","172801336585.503","148096404046.083"
"128222","Japan",158,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD","21131526619.508","183384849699.45","-60425186793.938","120589253470.952","61741309470.2708","164000288601.978"
"128223","Japan",158,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD","-50945928628.2581","-114952749213.128","94116875076.6203","-50759911239.9079","-37832106037.9085","-132048676766.524"
"128242","Japan",158,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD","134219130485.747","190469664372.638","200669733831.852","175346025306.235","172801336585.503","148096404046.083"
"128281","Japan",158,"Capital Account, Total, Net, US Dollars","BK_BP6_USD","-2252671181.26741","-6579728159.5445","-2498993250.54329","-1922509970.18999","-3808661034.19253","-1932522234.64785"
"128282","Japan",158,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD","784710796800.765","811524245542.463","875513551319.492","929827552588.353","904632403731.961","794291076749.503"
"128301","Japan",158,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD","807986704431.962","771080394387.22","837877374600.558","928422545739.3","913247592840.423","801888752616.517"
"128303","Japan",158,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD","238138513.183521","495237739.307277","636810040.717224","617184042.341345","3397721241.89168","649536315.036762"
"128304","Japan",158,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD","2490809694.45094","7074965898.85178","3135803291.26051","2539694012.53133","7206382276.08422","2582058549.68462"
"128317","Japan",158,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD","13682920790.4754","129021724344.091","-47874405179.9848","108686779300.159","24884505282.4296","93678584422.6234"
"128325","Japan",158,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","139062816161.196","217810147041.345","2505154245.82385","96563459195.9047","158032297739.444","201886461335.725"
"128375","Japan",158,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD","173333090053.568","32733456232.5737","152763964046.558","95342771502.7546","98247086332.0158","124279299803.306"
"128378","Japan",158,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD","5126501599.57027","-5331273453.74974","23577436973.9825","23922642793.9263","24701375995.3403","8602505232.69315"
"128379","Japan",158,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD","-1984751521.69033","2890862694.28736","-2187566382.07219","760439093.126983","-991869127.447832","947221334.917153"
"128436","Japan",158,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","166704259957.709","82965749933.9734","101044909338.785","91691144329.1255","26857742424.0568","-41680246093.0818"
"128475","Japan",158,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","138415009626.675","178610388912.656","173750236904.08","160218306051.633","258284325075.722","150118191351.371"
"128518","Japan",158,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD","-29814402008.7501","68432100486.3216","33691688282.6823","69829342231.0437","23909203432.3623","31951611835.4525"
"128526","Japan",158,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD","96232565200.8676","110984589857.008","120316468650.343","130397656689.733","136636746618.632","119960876303.62"
"128527","Japan",158,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD","23828000567.962","34415023048.7031","33315104035.9452","34938244375.2061","33575659714.998","28651277568.3062"
"128531","Japan",158,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD","-2152572287.4096","-2044055865.46169","-2522618994.31962","-2026308379.85601","-1777851777.52144","-1562225464.05426"
"128555","Japan",158,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD","-5130924271.92965","18840877118.6988","3911668906.80789","4185717083.27158","16495715114.3946","47471482330.5041"
"128627","Japan",158,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD","78847673410.0153","106958660855.642","89643488228.9644","63521010399.3365","181971472189.848","84599860815.0875"
"128629","Japan",158,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD","124119304523.453","169532300620.87","150605975331.4","129402994148.123","248762516984.065","137296213373.382"
"128645","Japan",158,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","162060699061.603","77578307091.9096","136291969297.717","137021653218.509","67351816273.2251","204731173444.285"
"128676","Japan",158,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD","305767076118.904","300775896975.318","103550063584.609","188254603525.03","184890040163.501","160206215242.643"
"128680","Japan",158,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD","-957797382.053766","1403614469.95531","7231791968.19046","12502209249.1849","1964803855.50342","13460210538.7254"
"129114","Jordan",439,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD","112676056.338028","74647887.3239437","42253521.1267606","33802816.9014084","25352112.6760563","23943661.971831"
"129212","Jordan",439,"Capital Account, Total, Net, US Dollars","BK_BP6_USD","112676056.338028","74647887.3239437","42253521.1267606","33802816.9014084","25352112.6760563","23943661.971831"
"129216","Jordan",439,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD","22776197183.0986","21830140845.0704","23035633802.8169","22915774647.8873","21963521126.7606","18424084507.0423"
"129223","Jordan",439,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD","-6760563.38028169","3802816.90140845","28732394.3661972","218450704.225352","26901408.4507042","-86760563.3802817"
"129224","Jordan",439,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD","14120563380.2817","13538028169.0141","14300140845.0704","15092676056.338","16170140845.0704","10444366197.1831"
"129263","Jordan",439,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","70000000","30140845.0704226","13239436.6197183","33521126.7605633","19436619.7183099","-35492957.7464789"
"129274","Jordan",439,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD","793802816.901408","679309570.422535","572873239.43662","588873239.43662","523802816.901408","425492957.746479"
"129280","Jordan",439,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD","112676056.338028","74647887.3239437","42253521.1267606","33802816.9014084","25352112.6760563","23943661.971831"
"129283","Jordan",439,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD","778574789.32559","-1099676500.49923","-135253402.466421","-951505477.484752","570623980.673575","1108121324.19736"
"129284","Jordan",439,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD","0","0","0","0","272124.003356915","0"
"129292","Jordan",439,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD","1365633802.8169","1222394366.19718","968309859.15493","-151408450.704225","-1034929577.46479","396619718.309859"
"129296","Jordan",439,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD","985915.492957746","3239436.61971831","6619718.30985916","-7605633.8028169","43380281.6901409","26338028.1690141"
"129298","Jordan",439,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD","-3357112676.05634","-3777183098.59155","-4350563380.28169","-2928957746.47887","-748014084.507041","-2481591549.29577"
"129319","Jordan",439,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD","112676056.338028","74647887.3239437","42253521.1267606","33802816.9014084","25352112.6760563","23943661.971831"
"129329","Jordan",439,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD","314647887.323944","489577464.788732","380563380.28169","326901408.450704","1015915492.95775","965774647.887324"
"129338","Jordan",439,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD","985915.492957746","3239436.61971831","6619718.30985916","-7605633.8028169","43380281.6901409","26338028.1690141"
"129339","Jordan",439,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","985915.492957746","3239436.61971831","6619718.30985916","-7605633.8028169","43380281.6901409","26338028.1690141"
"129357","Jordan",439,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD","-690422535.211268","-400422535.211268","184647887.323944","-95774647.8873239","-1124929577.46479","-2050000000"
"129360","Jordan",439,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","1351051690.14085","888732394.366197","1444788732.39437","-192676056.338028","-972676056.338028","491830985.915493"
"129361","Jordan",439,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD","1235492957.74648","1247464788.73239","1255492957.74648","1334507042.25352","1341267605.6338","487746478.873239"
"129362","Jordan",439,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD","2537887323.94366","2544647887.32394","2574507042.25352","2625492957.74648","2588028169.01408","1909859154.92958"
"129372","Jordan",439,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD","314647887.323944","489577464.788732","380563380.28169","326901408.450704","1015915492.95775","965774647.887324"
"129373","Jordan",439,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD","-178873239.43662","-35915492.9577465","-102535211.267606","383098591.549296","341267605.633803","167464788.732394"
"129375","Jordan",439,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD","-3357112676.05634","-3777183098.59155","-4350563380.28169","-2928957746.47887","-748014084.507042","-2481605633.80282"
"129387","Jordan",439,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD","-178873239.43662","-35915492.9577465","-102535211.267606","383098591.549296","341267605.633803","167464788.732394"
"129408","Jordan",439,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD","683661971.830986","404225352.112676","-155915492.957746","314225352.112676","1151830985.91549","1963239436.61972"
"129441","Jordan",439,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","422535.211267596","845070.422535224","1971830.9859155","-2394366.19718311","12394366.1971831","7323943.66197183"
"129442","Jordan",439,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD","70422535.2112676","30985915.4929577","15211267.6056338","31126760.5633802","31830985.915493","-28169014.084507"
"129817","Jordan",439,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD","","","","","0","0"
"129877","Kazakhstan, Rep. of",916,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD","3516876609.60218","3275594844.86724","3458401978.26042","4011709669.68756","3973787961.36548","3358814941.22381"
"129878","Kazakhstan, Rep. of",916,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD","1840852620.26248","1569693920.93595","1735374261.18864","2103205596.15196","2501994254.11959","2176564533.54384"
"129949","Kazakhstan, Rep. of",916,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD","853327292.193311","1130879609.78552","-138746653.759667","-274707748.470515","-717792417.168589","356664026.893009"
"129951","Kazakhstan, Rep. of",916,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD","853327292.193311","1130879609.78552","-138746653.759667","-274707748.470515","-717792417.168589","356664026.893009"
"129986","Kazakhstan, Rep. of",916,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD","1978792240","1820383410","630820784.43","-1663137380","1656238538.10439","832219396.38"
"129997","Kazakhstan, Rep. of",916,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD","1632380740","1976920730","828874904.43","-1534390580","1701901338.10439","804231176.38"
"130057","Kazakhstan, Rep. of",916,"Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD","137375029.565","269922230.151","348228262.281","252366140.541","232575693.993","240433224.509"
"130060","Kazakhstan, Rep. of",916,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD","1747759788","1209340266.096","1007317572.08312","-871596384.619135","-2260595322.91782","800105445.89"
"130061","Kazakhstan, Rep. of",916,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD","3316376538","3474580657.13765","956501862.083122","-4639277474.61913","-2173570802.91783","1330547345.09"
"130104","Kazakhstan, Rep. of",916,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD","-9847847411.37386","-6695047016.14154","-3079837172.91367","-1514770792.18897","-6796573893.40017","-10722670118.1325"
"130168","Kazakhstan, Rep. of",916,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD","1842382418","1292479756.096","913670312.083122","-918883414.619135","-2351527312.91782","800693075.89"
"130210","Kazakhstan, Rep. of",916,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD","139832138.667","280383119.137","351288074.558","327329564.81","240339833.607","571644067.244"
"130219","Kazakhstan, Rep. of",916,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD","-3636641315.20562","-1995580136.24652","2153247143.9415","-3628259422.01799","-230470261.251874","1404307019.19388"
"130231","Kazakhstan, Rep. of",916,"Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD","4599037730","8181948209.96","-990685958.253525","-2295447419.89792","-2765542590","1932215151.29"
"130285","Kazakhstan, Rep. of",916,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD","-767844257.371621","-72140002.8898973","-1365368752.87467","-1526404956.60953","-6599674264.67296","-889697124.450903"
"130286","Kazakhstan, Rep. of",916,"Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD","21485216.7354933","254435032.615497","0","0","0","0"
"130337","Kazakhstan, Rep. of",916,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD","-4015862694.39092","-3600889712.77649","-432991285.453746","2444516297.56599","-1188616253.74866","-1521959300.94886"
"130351","Kazakhstan, Rep. of",916,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD","139862438.667","280383119.137","351288074.558","327329564.81","240339833.607","571644067.244"
"130352","Kazakhstan, Rep. of",916,"Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD","8182939.102","10867888.986","4438572.277","76351874.269","9260229.614","332464432.735"
"130353","Kazakhstan, Rep. of",916,"Capital Account, Total, Net, US Dollars","BK_BP6_USD","131679499.565","269515230.151","346849502.281","250977690.541","231079603.993","239179634.509"
"130396","Kazakhstan, Rep. of",916,"Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD","-1687462283.8063","-529808136.911476","33006965.2165873","-122897030.904526","-640232332.812856","-307299072.466321"
"130404","Kazakhstan, Rep. of",916,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD","47824824676.9038","43106088497.3021","55974348709.742","66345230456.6365","67295793717.6678","49273351002.6887"
"130405","Kazakhstan, Rep. of",916,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD","44885943479.2941","36448242116.9646","41159211358.3139","47068506644.9528","52661689764.3198","46501743447.3929"
"130478","Kazakhstan, Rep. of",916,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD","2328400410.58462","3071081575.86501","465998250.670333","-2567413328.47051","548383920.935798","1214660228.48255"
"130490","Kazakhstan, Rep. of",916,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD","-9847847411.37387","-6695047016.14156","-3079837172.91374","-1514770792.189","-6796573893.40016","-10722670118.1325"
"130546","Kazakhstan, Rep. of",916,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD","-8415659741.45643","-2407452440.26558","-4463179011.30203","-913099911.310107","4156596542.69669","-8354608646.73969"
"130561","Kazakhstan, Rep. of",916,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","-3642390420.66446","-1969339064.74462","2129473735.7974","-2110545469.59099","-712687428.502557","504424133.718333"
"130572","Kazakhstan, Rep. of",916,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD","585170100","597820980","795501189.931034","652980020","659430210","382882350"
"130573","Kazakhstan, Rep. of",916,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD","9400034789.679","11914419507.9615","16521941388.7796","20337664729.344","21232174032.5863","14071109280.29"
"130652","Kazakhstan, Rep. of",916,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD","-9524513775.89236","-1250195381.73804","-3246937977.69984","-728672845.035113","4887729943.57492","-6339602714.19239"
"130676","Kazakhstan, Rep. of",916,"Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD","-1108854034.43593","1157257058.52754","1216241033.60219","184427066.274998","731133400.878215","2015005932.54731"
"131205","Kenya",664,"Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD","35640406.6415921","79145223.3434274","68472697.7751758","1812789627.30017","1315575593.8842","-273453230.777435"
"131252","Kenya",664,"Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD","261951570.111476","205685726.665089","184179471.6922","262513196.360919","207331412.914026","131732242.630051"
"131253","Kenya",664,"Capital Account, Total, Net, US Dollars","BK_BP6_USD","261951570.111476","205685726.665089","184179471.6922","262513196.360919","207331412.914026","131732242.630051"
"131274","Kenya",664,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD","26967742.2081024","21920415.8992468","38729641.3884557","43884668.088759","28768010.3693334","-64871000.4292147"
"131310","Kenya",664,"Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD","24832332.527093","6978024.72444116","130140212.860406","2064098002.0589","1307129948.39098","86385.9634124477"
"131413","Kenya",664,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD","2058009005.35088","1971224494.88332","2874846334.88569","2465311297.91878","1368262345.6294","1882305032.92341"
"131414","Kenya",664,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD","-783885386.236837","-76270645.975563","-30357636.2035917","-58704631.7476016","-33792402.4257728","-30660788.5004453"
"131526","Kenya",664,"Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD","261951570.111476","205685726.665089","184179471.6922","262513196.360919","207331412.914026","131732242.630051"
"131581","Kenya",664,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD","17669402824.6821","16171497968.8006","19080378459.1712","20167353326.3557","20408411990.3437","17717187854.0402"
"131606","Kenya",664,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD","1430974412.72779","972160456.171883","1031545972.22154","1395873783.24388","1448688632.8278","1118219580.42981"
