"","X","Country","Code","Indicator","Icode","X2015","X2016","X2017","X2018","X2019","X2020"
"2464",3161,"Kuwait",443,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",5148422767,5144547716,5427312954,4503874183,4091315787,3311424639
"2474",3174,"Kyrgyz Rep.",917,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",188949106,166296712,206935365,213521435,269762972,153117560
"2480",3180,"Kyrgyz Rep.",917,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",446552460,406623268,434181795,494313155,454121899,352713601
"2481",3181,"Kyrgyz Rep.",917,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",191019900,276575500,295851200,191796200,706678700,146741900
"2496",3196,"Kyrgyz Rep.",917,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2425023595,2413588893,2573040010,2734422358,3107699962,2435417783
"2497",3197,"Kyrgyz Rep.",917,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",4847105110,4753415646,5075222827,5861234605,5670186968,4050849740
"2501",3201,"Kyrgyz Rep.",917,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,0,0,0,0
"2505",3205,"Lao People's Dem. Rep.",544,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",6753813713,6394790293,6783669899,7564020651,7518168210,5815879962
"2506",3206,"Lao People's Dem. Rep.",544,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4497378079,5079637263,5653716801,6393172198,6985183367,6461129001
"2508",3208,"Lao People's Dem. Rep.",544,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",67485042.2,81035623.62,83168195.43,105901714.8,167038727.5,79841202.48
"2509",3209,"Lao People's Dem. Rep.",544,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",34850628.29,68910804.88,86195659.97,139732986.2,145327627.8,116772388
"2518",3218,"Lao People's Dem. Rep.",544,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",142925937.2,140200581.4,143764992.5,129097791.8,73305566.44,213582485.5
"2521",3221,"Lao People's Dem. Rep.",544,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,0,0,0,0
"2531",3234,"Latvia",941,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",1172980998,1203613078,1402793360,1879762824,1633118863,1134283997
"2535",3238,"Latvia",941,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",2146015008,2118042045,2345528565,2508177012,2399895337,1617110711
"2538",3241,"Latvia",941,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",883049457.4,832205717.5,941606481.6,1083517751,1064313105,834903300.5
"2539",3242,"Latvia",941,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",171883532.4,129535926.9,228488817.6,180211596.1,134863063.6,138824221.3
"2541",3244,"Latvia",941,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",16427824074,16731999984,18816900299,21136795326,20538635027,20767851621
"2542",3245,"Latvia",941,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",16893681756,16632983344,19010123547,21357698033,20764627433,20426964188
"2562",3265,"Lebanon",446,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",440609106.8,469099806.1,406331725.9,325799863.4,200789588.3,-119006130.8
"2568",3271,"Lebanon",446,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",19461248160,18882187911,18939938603,19160811513,18208410174,8773230596
"2569",3272,"Lebanon",446,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",30887607485,30989274709,32070099758,32781598929,31146685716,15205642923
"2573",3276,"Lebanon",446,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",519957310.7,700654644.5,1019453434,342796655.2,476547573.4,498767920.1
"2577",3280,"Lebanon",446,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1448208398,1164463309,1306930022,1154750171,734754191.5,123021377.1
"2578",3281,"Lebanon",446,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",2442892442,2114663898,2055415240,1958860262,1871565812,928892415
"2599",3302,"Lesotho, Kingdom of",666,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",125707005.2,108749225.6,119751613.1,122005303.8,110451739.3,97304545.57
"2602",3305,"Lesotho, Kingdom of",666,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1072281.702,807630.369,635142.2724,608856.4921,593240.679,499989.9358
"2603",3306,"Lesotho, Kingdom of",666,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",56693670.09,51173403.56,57924862.8,61514733.62,55538243.38,47455068.65
"2607",3310,"Lesotho, Kingdom of",666,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",974292121,940488264.2,1061714987,1253535693,1092702862,902123159.1
"2608",3311,"Lesotho, Kingdom of",666,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2048854081,2000635848,2280881897,2424632441,2229626665,1980091671
"2622",3372,"Lithuania",946,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",148995164.1,164938305.5,185342930.4,322650949.5,247884596.2,337212129.3
"2627",3377,"Lithuania",946,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",3909647428,4282902188,5523557572,6845651080,7839510807,7806532685
"2630",3380,"Lithuania",946,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",2553554441,2580322268,3131276383,3558387261,3816935138,3605852074
"2638",3391,"Lithuania",946,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",28485127915,29079835812,35225956372,40361411833,42323027307,41720683938
"2639",3392,"Lithuania",946,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",28902632122,28776243571,34095706759,39402590725,39419498683,36414080259
"2640",3393,"Lithuania",946,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",1655085973,1697739166,1965862574,2218949088,2335086948,2272408822
"2647",3400,"Luxembourg",137,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",90058844489,90613682548,1.01739e+11,1.13256e+11,1.16803e+11,1.21353e+11
"2651",3404,"Luxembourg",137,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1.17167e+11,1.17985e+11,1.27864e+11,1.37656e+11,1.39559e+11,1.45612e+11
"2663",3416,"Luxembourg",137,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",1.78732e+11,2.04037e+11,2.02348e+11,2.39393e+11,2.06536e+11,1.87433e+11
"2664",3417,"Luxembourg",137,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",1.57393e+11,1.85209e+11,1.77792e+11,2.09366e+11,1.77962e+11,1.68767e+11
"2666",3419,"Luxembourg",137,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",5035097123,4640176711,5329327295,5922425698,5411689866,14663357511
"2667",3420,"Luxembourg",137,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",4203864975,4453953825,5603194974,6620992840,6436985302,13630360921
"2693",3446,"Madagascar, Rep. of",674,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",240464597.8,244551285.1,392361241.3,370694986.1,424138967.3,172761859.1
"2694",3447,"Madagascar, Rep. of",674,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",616053300.8,569085306.7,584798868.4,560987891.5,509943265.2,337394534
"2695",3448,"Madagascar, Rep. of",674,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,0,0,0,0
"2696",3449,"Madagascar, Rep. of",674,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",399596672.9,452683140.4,405518757.7,449718063.1,445090208.5,333395830.4
"2700",3453,"Madagascar, Rep. of",674,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",3153621894,3390413597,4147070751,4407496132,4081577090,2589228842
"2701",3454,"Madagascar, Rep. of",674,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",3510394492,3565835906,4491089103,4821022962,4684590076,3718208982
"2708",3461,"Malawi",676,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",23033549.05,19555546.2,30557355.95,34943803.17,78622504.38,67199415.17
"2710",3463,"Malawi",676,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1270097065,1180132969,1110954237,1174262786,1446681183,1268238157
"2712",3465,"Malawi",676,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",73905265.03,65808699.63,90360984.76,97169908.3,97364691.67,84857833.75
"2717",3470,"Malawi",676,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2512660590,2405256629,2847947272,2992882690,3265650982,3208346070
"2728",3483,"Malawi",676,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",190937846.1,73151589.57,137844151.3,202220496.9,120608811.4,102251510.7
"2732",3488,"Malawi",676,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",-89798.67232,-74140.21843,-117127.511,0,0,0
"2735",3491,"Malaysia",548,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",13177778672,12290045712,13654822256,14898496096,14600420719,10453919192
"2736",3492,"Malaysia",548,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",4792013873,4989851429,5966192685,6650152285,7164728974,4252908643
"2739",3495,"Malaysia",548,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",4198973505,4159745410,4484522037,5086765905,5239961152,3284718410
"2740",3496,"Malaysia",548,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",10499416076,9811965640,11377698297,11948199841,11496480322,9818343488
"2743",3499,"Malaysia",548,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2.09568e+11,2.01121e+11,2.23702e+11,2.45886e+11,2.38361e+11,2.08217e+11
"2744",3500,"Malaysia",548,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1.86856e+11,1.8113e+11,2.01714e+11,2.21832e+11,2.1086e+11,1.86613e+11
"2767",3523,"Maldives",556,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",241776086.2,273225374.4,176703005.7,144641353.7,150114271.5,84171787.72
"2768",3524,"Maldives",556,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",214126396.1,237844867.9,338249078.8,404145877.3,382636764,211250660.9
"2779",3535,"Maldives",556,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",3145104894,3147553741,3319072397,3584303217,3742126036,1786506567
"2780",3536,"Maldives",556,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2769184611,3198227889,3501378385,4101843841,4090466322,2448634605
"2781",3537,"Maldives",556,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",284108642.4,303629029.8,323747920.2,372678850.1,402318583.2,170859355.9
"2796",3552,"Maldives",556,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,0,0,0,0
"2809",3565,"Mali",678,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",274723150,344807836.5,446794444.7,505016848.6,649272315.2,713507671.8
"2813",3569,"Mali",678,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",14088185.38,18904528.94,21865671.95,29352478.09,8427457.223,4427539.899
"2814",3570,"Mali",678,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",664766700.9,730682850.4,736666645.7,820307291.7,877977932.5,829950339.8
"2822",3578,"Mali",678,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",3150870860,3287931637,3413353813,4186231409,4441960880,5195546533
"2824",3580,"Mali",678,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",5188952012,5655569750,5613468994,6081048909,6558539255,6339123348
"2825",3581,"Mali",678,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",2508796.773,11355359.84,3662663.013,3514830.224,11916775.49,3927892.586
"2838",3594,"Malta",181,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",72104298.05,100993337.4,60800012.83,55692936.86,164314527.6,161080985.6
"2839",3595,"Malta",181,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",10252754658,10469493131,10533908704,10768093365,10919201425,11324275277
"2841",3597,"Malta",181,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",613886520.4,885123335.9,1029496301,1167681286,1123758666,767863286.8
"2842",3598,"Malta",181,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",551474483,652038468.8,707336718.4,748308260.7,715254193.3,558420029.9
"2847",3603,"Malta",181,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",15437778702,15443082627,16815604705,17962751357,19775753766,20163750753
"2852",3608,"Malta",181,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",16475893048,16739054211,19184068406,20235975718,23165467289,22734506640
"2860",3616,"Marshall Islands, Rep. of the",867,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",158438214.6,169897821.5,179719462.4,174722133.6,129682412,132845068
"2865",3621,"Marshall Islands, Rep. of the",867,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",4153575.426,4144250,14572345.35,12456038.99,490500,501000
"2873",3631,"Marshall Islands, Rep. of the",867,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",47175688.84,46081871.48,96826734.12,128903650.7,91394266.02,88042288.66
"2874",3632,"Marshall Islands, Rep. of the",867,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,1e+06,111093.6684,111093.6684,4e+06,5e+06
"2878",3638,"Marshall Islands, Rep. of the",867,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",16256658.03,16457774.04,16767611.6,18968840.32,15877229.2,15306987.37
"2879",3639,"Marshall Islands, Rep. of the",867,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",25169522,25981522,29938357.13,28669417.87,20327390.03,20353399.35
"2893",3719,"Mauritius",684,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",5570103192,6234928983,8994258602,5723763030,6721199323,6188024958
"2894",3720,"Mauritius",684,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",5566095751,6384961087,8347970165,4910924006,6573225972,4947020579
"2897",3723,"Mauritius",684,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",5394631908,5201359542,5391592172,5585546049,5258181403,3088435444
"2898",3724,"Mauritius",684,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",6565175361,6459504576,7169469969,7526598153,7364570687,5222057914
"2899",3725,"Mauritius",684,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",597340548.2,574823593.1,545112069.5,622318476.8,610096619.2,371170767.6
"2902",3728,"Mauritius",684,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",341646162.1,360184504.3,380629657.3,416232944.4,395268720.3,132511575.3
"2910",3741,"Mexico",273,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",12816507769,13183035274,14985263057,15964172401,15361770504,12652453839
"2924",3755,"Mexico",273,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",4.39616e+11,4.32088e+11,4.7052e+11,5.17349e+11,5.07592e+11,4.24896e+11
"2925",3756,"Mexico",273,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4.13793e+11,4.084e+11,4.47832e+11,4.90695e+11,5.02464e+11,4.43575e+11
"2926",3757,"Mexico",273,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",3978653000,3770124000,4991088000,5474998000,6576793000,5519830000
"2927",3758,"Mexico",273,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",18631250675,17567569815,19081553009,23765621927,25398376888,21978916361
"2934",3765,"Mexico",273,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",5413882793,5172346527,5528416852,6049027539,5882840510,4804356648
"2937",3768,"Moldova, Rep. of",921,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",4479880000,4481400000,5373970000,6390500944,6608154073,5918418906
"2938",3769,"Moldova, Rep. of",921,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2488420000,2623300000,3119410000,3452490000,3661990000,3222090000
"2949",3780,"Moldova, Rep. of",921,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",305810000,298820000,345810000,400870000,416270000,301070000
"2954",3785,"Moldova, Rep. of",921,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",321900000,351450000,410200000,434170000,403990000,246690000
"2959",3790,"Moldova, Rep. of",921,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",8250000,8940000,12330000,12530000,10750000,9150000
"2960",3791,"Moldova, Rep. of",921,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",220640000,160200000,183350000,248180000,248540000,304220000
"2972",3803,"Mongolia",948,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",5135249417,5604859841,6800649749,7713996347,8415577135,7645582756
"2973",3804,"Mongolia",948,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",5288113438,5605356977,6523045722,8477747003,9249181583,7340259603
"2983",3814,"Mongolia",948,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",238602903.6,255424978.7,320152467.8,381555811.5,389086115.1,383983077.9
"2984",3815,"Mongolia",948,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",344581910.6,431281665.3,603716553.1,809695601.8,983445307.9,596121567.7
"2997",3828,"Mongolia",948,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",821062.69,1752724.64,3210791.422,1614419.463,2036888.356,140939.4563
"2998",3829,"Mongolia",948,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",459579273.5,208451656,768247633.3,609537332.4,948173253.4,729979503.8
"3015",3846,"Montenegro",943,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1713465829,1784310769,2025338319,2346469793,2424643403,1247417065
"3021",3852,"Montenegro",943,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2459971471,2763159257,3146141677,3665749411,3600189785,2916503043
"3025",3856,"Montenegro",943,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",44878946.2,113585871.7,69950043.43,84250884.75,69272902.01,57825986.68
"3026",3857,"Montenegro",943,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",237876222.5,259158645.6,296432665.5,372752124.4,394708177.4,303846818.6
"3027",3858,"Montenegro",943,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",1501175.148,4542701.803,1241393.463,20300470.3,15126629.91,13600331.97
"3029",3860,"Montenegro",943,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",167036229,204811745.3,243486023.9,297382977.9,330674855.7,256190749.8
"3045",3876,"Montserrat",351,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",18989127.79,18373227.45,20340768.75,22978247.55,22626843.98,15378799.3
"3047",3878,"Montserrat",351,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",1181931.055,2517018.29,1582513.578,1711159.355,1843181.871,1312574.008
"3048",3879,"Montserrat",351,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",4593776.953,4339255.516,3962849.691,4184356.77,4042781.884,3453465.26
"3049",3880,"Montserrat",351,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",53593837.95,51908271.48,53361874.89,51791692.08,48595681.93,43132552.69
"3050",3881,"Montserrat",351,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,0,0,0,43970.42222
"3051",3882,"Montserrat",351,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",245435.1852,347090.5615,501936.8479,264852.9519,257400.2926,-76987.87485
"3078",3914,"Morocco",686,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",33292321659,34394352740,38836212340,43253418109,44047981176,37545355747
"3079",3915,"Morocco",686,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",41220163682,45133602348,49387646104,55384900492,54097359885,46358266019
"3080",3916,"Morocco",686,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",2723251786,2569033382,3127888230,3525423020,3586759772,2384991193
"3081",3917,"Morocco",686,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",3022113206,3176736447,4051841396,4440272974,3826136076,2871327928
"3082",3919,"Morocco",686,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",277076912.5,313703991,380216131.3,406979968.7,324667357.8,414049578.7
"3083",3920,"Morocco",686,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",1419430719,1390948194,1815157321,1811793328,1737804640,1009031412
"3084",3922,"Mozambique, Rep. of",688,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",436370438.9,264249911.8,447557838.7,477475687.2,601174268.5,621149908.7
"3085",3923,"Mozambique, Rep. of",688,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",851195774.6,486773221.3,526374520.7,581245117,625763715.5,541069131.9
"3103",3941,"Mozambique, Rep. of",688,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,7522.57,8191291.385,12268834.52,17338992.06,10891788.66
"3104",3942,"Mozambique, Rep. of",688,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",59961276.32,46544673.97,67494013.36,115516958.8,114496704,125990080.9
"3106",3944,"Mozambique, Rep. of",688,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4135891582,3768685988,5382812419,5791466703,5599959670,4369833654
"3111",3949,"Mozambique, Rep. of",688,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",10585574247,7848159022,8053801049,10622465338,9514279858,8660975968
"3116",3985,"Namibia",728,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",7031650315,6298310194,6169669300,6349041227,5808184691,4885658460
"3122",3991,"Namibia",728,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",4088530445,3732879985,4483391698,4951877763,4581203429,3837686930
"3134",4003,"Namibia",728,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",83298494.65,80010963.24,115736640,116242443.2,108820387.5,149583308.5
"3135",4004,"Namibia",728,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",159670294.4,143866917.1,135352245.4,150527425.4,135531917.4,101977458.2
"3141",4010,"Namibia",728,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",2016699.982,5428559.804,8709587.947,-1928291.178,-1480951.824,2318873.061
"3142",4011,"Namibia",728,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",139837633.8,269958512.1,301175701.7,525442082.4,308304398.9,54437484.74
"3147",4042,"Nepal",558,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",31439157.93,53960051.86,88133993.54,99629964.93,99663010.08,46412915.14
"3150",4046,"Nepal",558,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",409071457.3,412159445.1,538564932.5,607912250.1,627796220.8,546998110.8
"3154",4052,"Nepal",558,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",49151066.98,118818320.9,210758243.3,389154623.5,82416256.97,234712964.9
"3155",4053,"Nepal",558,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",7711562676,10015080400,11823752195,14638261931,13836308893,10694431764
"3164",4063,"Nepal",558,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",2243659157,2116582378,2430457012,2677604305,2726226422,1771333672
"3170",4071,"Netherlands, The",138,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",31107630792,29644207560,33657327118,42436845131,40939807098,37731588654
"3171",4072,"Netherlands, The",138,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",2.14236e+11,2.20766e+11,2.1707e+11,2.64965e+11,2.29193e+11,1.90969e+11
"3181",4082,"Netherlands, The",138,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",6.3283e+11,6.23273e+11,6.95803e+11,7.73739e+11,7.51225e+11,7.12412e+11
"3185",4086,"Netherlands, The",138,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",5.75116e+11,5.43316e+11,6.06225e+11,6.77379e+11,6.61973e+11,6.2063e+11
"3188",4089,"Netherlands, The",138,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",2.38509e+11,2.3886e+11,2.46777e+11,3.00107e+11,2.48692e+11,1.87179e+11
"3193",4094,"Netherlands, The",138,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",19419748413,19945477921,22796259070,31136019215,29692506127,28972247470
"3206",4134,"New Zealand",196,"Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",723957220.7,922780048.6,683991892,495537245.9,686670801.3,609713481.3
"3207",4135,"New Zealand",196,"Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",6083408001,5729946280,7374819168,7116995342,5900257544,4999437867
