"","Index","Country","CountryCode","Indicator","IndicatorCode","2015","2016","2017","2018","2019","2020","S.No"
"5329",5329,NA,"361","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-38479207.1976518,32381072.3855954,44100133.0005132,-1689032.43264259,-373566.200156949,10381188.4184371,197
"5330",5330,NA,"361","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,1270126.81438528,0,0,0,0,197
"5331",5331,NA,"361","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-29806562.1058853,-75101065.3063188,-67618892.9361545,-24620631.1689142,5901888.20025736,-50337532.7053833,197
"5332",5332,NA,"361","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",19274243.7037037,59616928.8888889,5090258.14814815,5294173.1962963,9373136.43333333,-23759918.5185185,197
"5333",5333,NA,"361","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",62399240.2222222,28611690.589418,34546911.6259259,6404907.03703704,52816246.2148148,29574923.8111111,197
"5334",5334,NA,"361","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-1527243.30740741,3367252.84814815,-3102966.74740741,-3329480.6362963,-3568270.67111111,1309996.0962963,197
"5335",5335,NA,"361","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",-22800702.9888889,-15935066.9003704,-3981639.84814815,-9090530.95555555,-6260174.51481481,-5640601.36296296,197
"5336",5336,NA,"361","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",-60607729.9148148,-24817604.6781481,-3981639.84814815,-9090530.95555555,-6260174.51481481,-5640601.36296296,197
"5337",5337,NA,"361","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",2980320.97407407,-4773444.04074074,1372415.72222222,3192016.15185185,13252394.7851852,8030849.99259259,197
"5338",5338,NA,"361","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-57627408.9407407,-29591048.7188889,-2609224.12592593,-5898514.8037037,6992220.27037037,22409507.8888889,197
"5339",5339,NA,"361","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",56100165.6333333,32958301.567037,-493742.621481481,2569034.16740741,-10560490.9414815,-21099511.7925926,197
"5340",5340,NA,"361","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",2661344.67777778,-5092420.33703704,1053439.42592593,3032528.0037037,12912552.7851852,8872597.02962963,197
"5341",5341,NA,"361","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",49912645.6851852,48586612.2959259,44151210.956,52770092.4017185,69986901.8518519,45952992.5925926,197
"5342",5342,NA,"361","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,0,0,0,0,0,197
"5343",5343,NA,"361","Capital Account, Total, Net, US Dollars","BK_BP6_USD",49912645.6851852,48586612.2959259,44151210.956,52770092.4017185,69986901.8518519,45952992.5925926,197
"5344",5344,NA,"361","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",530678758.059578,503202697.385015,505234862.917711,583322898.6867,553522801.994126,353960799.713664,197
"5345",5345,NA,"361","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",526520400.87933,555516470.38413,542284982.945841,582351622.38637,600979874.570348,430262882.594652,197
"5346",5346,NA,"361","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",43124996.5185185,-31005238.2994709,29456653.4777778,1110733.84074074,43443109.7814815,53334842.3296296,197
"5347",5347,"St. Lucia","362","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",842651487.6277,925514054.790437,957855009.514844,986276306.452115,970418733.013374,666968354.411263,166
"5348",5348,NA,"362","Capital Account, Total, Net, US Dollars","BK_BP6_USD",14030200.5592593,13910052.0777778,12527623.5407407,12786092.0925926,34327947.4074074,23987592.5925926,197
"5349",5349,NA,"362","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",60821603.6034287,-11512982.979651,15391686.0817453,-35688484.5688852,-25061887.716992,-29791185.3876637,197
"5350",5350,NA,"362","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",1642570.15242622,-107860296.864884,-27096643.2712631,41455777.3902625,150340609.222616,-207931504.486236,197
"5351",5351,NA,"362","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",1642570.15242621,-107860296.864883,-27096643.2712631,41455777.3902655,150340609.222613,-207931504.486237,197
"5352",5352,NA,"362","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",-16900038.1997864,34566229.2592593,75904953.3333333,8268702.96296296,-966037.037037037,-15696657.4074074,197
"5353",5353,NA,"362","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,2124354.91233854,0,0,0,0,197
"5354",5354,NA,"362","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-766398.585185185,13641511.4777778,-4457722.77407407,-11561315.3888889,-7554791.11111111,51768703.7037037,197
"5355",5355,NA,"362","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",14030200.5592593,13910052.0777778,12527623.5407407,12786092.0925926,34327947.4074074,23987592.5925926,197
"5356",5356,NA,"362","Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",14030200.5592593,13910052.0777778,12527623.5407407,12786092.0925926,34327947.4074074,23987592.5925926,197
"5357",5357,NA,"362","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",-2992629.62962963,537214.444444444,-2314814.81481481,-573411.255555555,2864304.58888889,2650838.51851852,197
"5358",5358,NA,"362","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",-2899490.36416713,-8882660.24814815,-5701974.60740741,-9546323.42962963,28455099.2962963,106422426.488889,197
"5359",5359,NA,"362","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",105759.2654625,-6175930.13703704,-2745307.94074074,-6486905.42962963,31428940.2518519,78250144.6888889,197
"5360",5360,NA,"362","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-456247.996296296,-871423.751851852,-2649514.03703704,509869.425925926,290485.355740741,1702674.57131821,197
"5361",5361,NA,"362","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",-16855972.5148148,49146716.1222222,18236809.9106666,93365879.1088519,59396154.3925926,10556221.5037037,197
"5362",5362,NA,"362","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",-17462962.962963,34081481.4814815,75445555.5555556,7743518.51851852,-1547733.33333333,-16343059.2592593,197
"5363",5363,NA,"362","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",363108.730833797,10291298.4444444,6036673.82962963,8463042.74814815,-25881280.0631481,-108725003.282429,197
"5364",5364,NA,"362","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-3355738.36046343,-9754084,-8351488.64444444,-9036454.0037037,28745584.652037,111375841.800948,197
"5365",5365,NA,"362","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",14842041.8925926,15614555.1481481,13097623.4037037,13469748.3875972,13364323.7479437,7467840.18897619,197
"5366",5366,NA,"362","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,0,0,0,0,0,197
"5367",5367,NA,"362","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",980899993.905915,919396208.250267,1036211423.13823,1114054070.67002,1209324189.53123,452443928.821696,197
"5368",5368,NA,"362","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",14030200.5592593,13910052.0777778,12527623.5407407,12786092.0925926,34327947.4074074,23987592.5925926,197
"5369",5369,NA,"362","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-456247.996296296,-871423.751851852,-2649514.03703704,509869.425925926,290485.355740741,390081.978725622,197
"5370",5370,NA,"362","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",-17622371.1,62788227.6,13779087.1365926,81804563.719963,51841363.2814815,62324925.2074074,197
"5371",5371,NA,"362","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",3676414.07407407,4109000,14925777.7777778,24983000,21001968.8888889,31098307.4074074,197
"5372",5372,NA,"362","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",138028254.15821,96959501.6274874,112016205.27903,118948426.798242,135181586.725735,53122851.1469174,197
"5373",5373,NA,"362","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",11008632.4111111,11389070.9481481,15144078.9148148,-30532964.3,16699548.5481481,10498794.3703704,197
"5374",5374,NA,"362","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",-361188.148148148,-2227417.03703704,3221851.85185185,2743629.62962963,37150000,-11529777.5185185,197
"5375",5375,NA,"362","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",23274650.7481481,12411844.3444444,-5753037.81851852,-9276997.15925926,44884768.0011111,-5783604.92592593,197
"5376",5376,NA,"362","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",-361188.148148148,-2227417.03703704,1221851.85185185,629629.62962963,25650000,-13529777.5185185,197
"5377",5377,NA,"362","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",87099908.8568885,91366228.9893667,96971864.8579118,98459967.3623767,96622309.5974781,59382403.44357,197
"5378",5378,"St. Vincent and the Grenadines","364","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",1590404.81481481,-4196813.33333333,723771.851851852,-220658.148148148,0,102592.592592593,167
"5379",5379,NA,"364","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",8101151.5,-8539878.51111111,20753331.5097652,7364285.28291556,5186941.08148148,1783341.60843778,197
"5380",5380,NA,"364","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",4032531.64444444,-14918826.8185185,10962118.1604637,-10234108.893797,2137682.38888889,2821332.32494074,197
"5381",5381,NA,"364","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",51226573.7714993,52292727.2043881,54568625.4873096,51172277.4596148,48889410.5508148,34494144.3363543,197
"5382",5382,NA,"364","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-104308296.181699,-98605271.2046,-22727520.0559804,-85238729.3996615,-16553693.7011193,-131431266.668877,197
"5383",5383,NA,"364","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",-427506.444444444,6935865.87187037,5330400.96758148,9637704.22498241,1638185.37037037,3285788.1341597,197
"5384",5384,NA,"364","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",15435138.1751288,26235602.5794507,-16946781.3057568,-12408141.5199515,23722821.2338692,11789822.8593116,197
"5385",5385,NA,"364","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,0,0,0,0,0,197
"5386",5386,NA,"364","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-104308296.181699,-98605271.2046002,-22727520.05598,-85238729.3996612,-16553693.7011194,-131431266.668877,197
"5387",5387,NA,"364","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",1707370.7,3004255.85656297,7361921.81111111,-4991939.85185185,13575380.7074074,20347819.4666667,197
"5388",5388,NA,"364","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",0,7766513.22222222,5451619.18518518,10046949.6666667,2866119.62962963,3280678.2962963,197
"5389",5389,NA,"364","Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",11505991.0592593,6362138.47142759,76416754.2968437,5722137.52196026,4557290.51851852,4858402.93333333,197
"5390",5390,NA,"364","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",1590404.81481481,-4196813.33333333,723771.851851852,-220658.148148148,0,102592.592592593,197
"5391",5391,NA,"364","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",-5503743.50740741,1379365.3108089,3046664.47037037,-618926.577777778,32570.7185185184,2828970.47220889,197
"5392",5392,NA,"364","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",-3796372.80740741,4383621.16737185,10408586.2814815,-5610866.42962963,13607951.4259259,23176789.9388756,197
"5393",5393,NA,"364","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",190245.796296296,74528.1481481481,174355.87037037,226696.711111111,195861.951851852,200390.340740741,197
"5394",5394,NA,"364","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",11162199.3111111,-1515757.82662666,-4937086.44618148,-6257662.73815444,-6676492.22444444,-3879154.60727685,197
"5395",5395,NA,"364","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",3300061.11111111,1691745.36296296,-1990739.34814815,-1753423.86296296,-1740951.11111111,-3472850.75185185,197
"5396",5396,NA,"364","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",11505991.0592593,6362138.47142759,76416754.2968437,5722137.52196026,4557290.51851852,4858402.93333333,197
"5397",5397,NA,"364","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",8284039.35185185,10537091.0912593,11919209.3741944,13622516.6836843,12735879.1686987,7490583.14481833,197
